Symbol
ARE
ONON
ORI
SWKS
COLB
CR
DOCU
HLI
DINO
KNX
VMI
CAG
REXR
CRL
MOS
PRI
AOS
LKQ
FRT
KNSL
WYNN
JEF
OGE
COKE
Z
ATR
W
EMN
TAP
LAD
POOL
BRX
R
HSIC
FOX
MANH
AFG
SEIC
NWSA
CFR
RRC
CUBE
AMG
AWI
ARW
AGCO
BEN
CFLT
LFUS
CELH
CLF
SSD
DOX
UGI
AXS
MIDD
ADC
U
NNN
IOT
MP
XP
FDS
MTCH
MGM
INGR
PLNT
NFG
OWL
FBIN
WFRD
DAR
ESAB
FR
ACI
RGEN
EXP
AVTR
LEA
AXTA
MSA
WING
FND
VOYA
STAG
CRUS
CGNX
HRL
CBSH
KMX
VNOM
IDA
VFC
OMF
TPG
QRVO
MOH
NOV
CAVA
MHK
LNC
MAT
FNB
TIGO
GXO
SITE
RBRK
LW
HXL
PB
KEX
GTES
MUSA
ALK
ESI
PAYC
OLLI
RYN
GAP
H
AL
AAON
BROS
SFM
ENPH
LYFT
TKR
FAF
G
AM
CHE
MASI
THG
THO
NXST
LPX
JHG
STWD
VNT
M
CHDN
MKTX
CHRD
MTG
SEE
CE
CART
AN
LBRDK
SARO
PCOR
WH
CHWY
BIO
AVT
AMTM
LSTR
WEX
KBR
SLM
WTM
GNTX
BC
CPB
BEPC
ETSY
POST
AS
AMKR
FCN
VNO
MTDR
HR
RITM
OZK
DVA
KD
OLED
HLNE
TEM
LAZ
RLI
BSY
PCTY
ESTC
SON
PATH
ALGM
ST
ECG
PRMB
EXLS
AUR
BBWI
MTN
BFAM
VVV
CROX
RYAN
MRP
KRMN
TFX
NVST
BYD
TREX
SAIC
LOPE
DBX
WHR
UHALB
TNL
DUOL
RAL
BILL
MSGS
HRB
GFS
BFB
ELF
BRKR
NEU
VSNT
CUZ
GTLB
CZR
MDU
SLGN
MSM
ADT
EPR
SIRI
AGO
YETI
DLB
KRC
S
GPK
FOUR
APPF
WSC
MORN
CORT
LLYVK
BHF
PSN
SHC
DOCS
COLD
JHX
QS
CCC
FHB
EEFT
PEGA
HAYW
NWS
FRPT
VIRT
RHI
CWEN
PVH
WLK
BOKF
RH
VKTX
PAG
DRS
SMG
ASH
OLN
CHH
HIW
LOAR
TDC
XRAY
LINE
WU
CXT
IPGP
HHH
DXC
CRCL
MPT
IAC
UI
ZG
BRBR
GLOB
APLS
PK
RNG
HOG
HUN
CACC
NSA
FLO
OGN
FRHC
CAR
KMPR
RARE
PENN
BIRK
DDS
GTM
PRGO
INSP
NWL
FWONA
LBTYA
NCNO
SAM
IRDM
DJT
FMC
CNXC
SMMT
MAN
PPC
SRPT
COLM
LBTYK
LLYVA
SEB
UAA
BFA
UA
FIGR
WEN
SNDR
LCID
DV
GLIBK
CWENA
CNA
REYN
ACHC
SFD
COTY
LENB
BLSH
LBRDA
TFSL
CLVT
SAIL
UWMC
CERT
NIQ
CAI
UHAL
INGM
FRMI
GLIBA
